OBJECTID *,Shape *,RevDate,SourceAgency,DataSource,HztlAccuracy,GNIS_Name,GlobalID *,Shape_Length,Shape_Area,Lat,Long
12545,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C5053830-B105-46F6-91A0-D904BB5F5C6B},979.281515,71416.77367,1124521.288,995516.3974
12546,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{868F4D56-ACCA-4021-A0CE-8D1783D425EF},722.990579,27990.71603,1124591.538,980167.899
12547,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E79EA173-DECC-4BA4-8A39-C7D20036C332},1074.254799,73110.75529,1124619.544,972423.0536
12548,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3F4615D7-81F6-4262-B3FF-0A7D0A84FC2F},12629.86455,2755495.92,1123528.553,951905.0883
12549,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{59CBF450-9736-4837-9851-947571F12769},5221.82114,931414.3761,1124205.605,1000981.582
12550,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E4DA35BC-1879-4F2D-BCE4-84DCA8A5C59B},1847.802151,168228.0267,1124852.869,997660.0025
12551,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B981AD9F-C945-4BCA-9436-84BFD098EBC7},2096.635002,144367.7706,1124782.201,977231.2153
12552,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D6131A3B-B1F4-400E-999A-707ED4E2336D},2186.744389,209777.7986,1124816.18,976462.4987
12553,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C1328CF7-8A4E-4790-9FFE-4FF051D724A7},6156.73236,1165310.517,1124763.192,953259.4287
12554,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E776CA13-3C61-402C-8F8C-21A50BB246A1},4385.633389,770237.8645,1124923.293,978114.2256
12555,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{722A5A49-6622-4170-9357-E0E2AFB2233D},1673.651031,126317.8048,1125158.271,958991.0247
12556,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A16CB4A5-B733-4A0A-A913-8C0E0C60138B},81850.83219,23125250.9,1120953.68,961420.5617
12557,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A1B9DC06-9115-4CCC-901F-BB305B90A59E},8773.414999,2350249.491,1124339.285,946400.0667
12558,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{99012C85-9FF4-4F69-89DD-60A2C10B3E69},7694.181207,635593.3351,1125174.946,995422.3891
12559,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{88C0AA6C-59CB-45B8-9520-BDA46DE87262},839.868049,51212.40765,1125624.376,993484.4904
12560,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6E5CE789-A05D-4CC3-BF46-182DD285073C},2853.283924,108506.0959,1125605.094,993001.2339
12561,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6D45C4D5-5081-485B-BBE5-64F8666C724F},2343.357199,49998.23655,1125295.331,924704.7119
12562,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6EC07F33-46F4-4447-825D-025CEB21B2DE},44.071651,9.93765,1125922.517,924392.6615
12563,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1DAF98E8-3982-433B-9733-0A1075410C25},1146.754492,70175.52533,1125900.661,992819.8459
12564,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{205AAC00-C64C-4AFB-888E-B64B9B08C975},8423.210677,1082509.018,1125251.813,971561.0095
12565,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{02F87BD1-6CCF-4C45-8274-A9EF9C1E694E},2485.949183,184413.6854,1125810.246,992128.3888
12566,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E75871C9-E244-48C0-9147-C113C0B553AC},1417.849265,90290.22021,1126078.153,993323.0039
12567,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{BB976CB2-637C-4FCE-8437-5A70F11F50B0},1507.732657,130215.2955,1126192.536,997898.6121
12568,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4DE2956A-3B8E-42EC-B136-C5FE59811785},560.965232,5840.099886,1126411.365,923518.0866
12569,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B8BEA7AA-6EA7-40BB-9DC5-1C97ABA309B3},5535.572781,1084221.705,1125797.11,941726.6394
12570,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1214A222-AA63-4A50-8214-4B7D3EF12815},811.924964,36081.23638,1126466.182,975288.4272
12571,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{083EEE5C-A79F-422F-9F43-61944F3A43E8},1828.635799,150424.6205,1126510.298,971710.5769
12572,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B67F76E7-C124-4DE3-924D-C0EB0F844B12},604.506338,5932.908092,1126692.866,922559.7246
12573,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8750D577-C96D-484F-985E-8780F8D70AC3},4633.518865,952349.2862,1126362.27,939274.1973
12574,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A7F13675-E98B-4B30-BA88-E76D8D590B6F},1589.99821,118460.1662,1126892.421,985524.2145
12575,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6F5B6903-3458-454A-B927-BAB9A60B5C37},5150.777579,842961.7334,1126460.613,994815.3459
12576,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{EA736FFB-E385-42C5-9E83-9C20E654D3D4},5132.38849,872048.7074,1126736.272,942969.4181
12577,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5B856BA1-82CE-4AF7-82DF-851D16D1311B},2368.403729,277389.0948,1126774.319,994010.9264
12578,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{457BBF51-D2BA-4812-B86C-00D139A2A8B1},652.877182,10413.63491,1127310.86,922350.0683
12579,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{BC5CFF8C-D2D6-41B9-9C03-E84E6D1A76D6},7614.129533,1173451.405,1126601.153,940243.5626
12580,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6CAD9608-C07F-465B-931C-5CAFD0D2614B},7349.419715,1449718.874,1126662.669,970424.8225
12581,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2C872737-2357-4E83-928E-031B810CF802},1787.577035,182576.809,1127648.007,977240.2484
12582,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5C7A1B6E-4F27-4173-B5AD-6C1F5F7AFA76},1781.167256,169202.1719,1127561.535,984324.8033
12583,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{997D9384-BD63-4486-9FEA-22DC0848FC52},2439.784538,253475.2696,1127810.823,970837.3056
12584,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FE42CEDD-415A-40AF-8A20-244D64BD2912},2174.789831,238261.3425,1127946.141,934675.2681
12585,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{59E60BD3-2BA7-4D78-96F5-F34BB5EB176B},6065.55876,799620.9991,1128305.989,946102.5223
12586,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C8780F2F-D20B-4437-8F52-EDADEDC4937E},831.788715,51549.35476,1128539.476,970829.8156
12587,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CD8FAE4B-FB5B-4411-A689-2384FE10FEAF},1705.825326,161178.7525,1128539.942,934849.5143
12588,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{060827CC-0EC1-4CCC-BB8C-A94376454CB5},3871.8245,290209.1998,1128883.905,943642.2478
12589,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DB566968-D7F3-44A7-989E-9CDC193AA91D},816.990638,44773.88039,1129092.373,970669.4577
12590,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3E2BE158-4A6A-4F19-95FF-B972F3A713FF},944.083187,38079.68682,1129381.675,970614.2457
12591,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{79A19737-EEA9-4085-99C9-CCB0860BEE32},30826.14195,6311681.835,1127229.02,954595.8339
12592,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{324FCABD-EB97-41A5-A0A7-F5A4F3163F3B},6434.758225,1256031.375,1129000.242,945513.3931
12593,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{65A68298-B67E-4559-ACB9-95653C448C49},1357.511207,48429.23576,1129576.374,1042900.214
12594,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3350B5D8-121B-42EE-A9D5-FDBBB17A7BF8},3991.182747,936223.2573,1129143.489,969907.0281
12595,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{373E38C6-A589-40A2-B107-D1FCA5B69D7A},1631.273449,161964.5557,1129695.261,965631.9397
12596,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{38DFB7B5-C63E-4E82-95CB-736ED1A1AD3E},5221.798887,165171.6364,1128762.336,922455.2602
12597,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2D247EC7-B23D-4B4B-B58A-A129F72F6311},18418.2429,3892799.809,1128231.173,976066.2122
12598,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{514FDB4E-C374-4750-BD9E-2AF0CDE2789C},2451.418799,185691.846,1130034.203,968996.9302
12599,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{12233BC3-996D-4620-B113-C152C4C54E4C},2433.276032,184363.7086,1130018.583,945836.6767
12600,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{81158706-02EF-4401-9A48-F39B5637E5E0},490.276355,3458.199018,1130693.762,922449.8325
12601,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B6A08CDE-32DF-49E1-A663-FAD9D34B22EC},4282.451501,68518.86442,1130503.214,920906.8176
12602,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CF79F2F2-1BFC-4806-8DBC-8A7BA33CD04A},1039.90002,74318.25874,1130836.698,968783.0832
12603,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6DCE926C-C11F-4C17-B4C0-500216BC71E5},5003.610908,422352.076,1130679.683,933405.9287
12604,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3D9B27CF-E376-4500-8E20-335067638B46},2359.797977,277967.6581,1130979.137,962815.4658
12605,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{184D099C-2695-42ED-BA26-913EB40515FD},1055.038957,68899.70436,1131443.752,930944.2205
12606,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8A0B302E-B7CD-4DFE-B2ED-B350981DBE7F},13943.79985,2047469.915,1129887.102,974005.1435
12607,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{862D325A-AE4B-47A0-A466-95ABC88853A8},6196.5489,901710.2103,1130799.87,975049.9914
12608,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{103B72C3-C516-4B7F-901F-A8A18E3CA0F3},5053.018306,684106.7265,1131317.604,981531.6841
12609,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{9DE3DFE0-C304-4D01-A21C-B7D711B1A1D9},9977.078558,2127690.723,1130683.361,1044122.512
12610,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{02A04685-0605-454F-B965-E718DEFA91B3},1031.399127,57245.28915,1132100.343,972062.7131
12611,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{20BB3C67-AAE9-4B63-A105-EB578DCF771F},1552.182875,69807.22607,1132180.1,961791.1734
12612,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{227D50C6-FE2E-4483-9A0E-2BA46D040963},2464.692589,159917.0116,1132214.642,973376.2412
12613,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4A8B8945-E61C-4BC3-9FA2-BC03008B0D92},6376.503938,1251393.49,1131785.796,1045580.139
12614,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{BC1CC68B-249E-411E-803F-753B51F4D2D9},1168.324859,64983.86181,1132467.239,984244.5722
12615,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{16AE9366-DFF0-45F7-AB91-5DE66A00FD37},6583.07376,917131.4392,1131815.006,985270.8856
12616,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A3F2E6F8-256D-487D-8584-B4E8B9EE66C2},1979.911931,270291.7331,1132466.445,982388.8726
12617,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5A74A93D-CD70-4CC3-962F-BA9722DDA2AB},2711.680345,228693.5968,1132706.949,961295.2282
12618,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7F83DB3C-9DD4-4C72-A85E-408EF74FA148},14190.36245,1012410.594,1132215.902,949118.7761
12619,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{78F7DB09-552E-4302-82F8-AE2AC972122A},2656.786805,304443.3237,1133045.603,947476.1837
12620,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C40FBB84-D195-4368-8CA8-E5AA44928229},12456.51033,2210176.374,1132377.892,963316.9365
12621,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{18A9E3EE-D9FB-40FD-AE37-88F251F8BCE2},2812.295507,285902.0632,1133314.43,946792.869
12622,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{9976F581-D959-46AF-B636-E841C8559E7D},56276.78205,12064339.71,1132413.971,968275.6785
12623,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{663B9378-0A51-4705-8C61-70AFE5F3FA41},1394.657685,127113.0071,1134212.977,967985.9704
12624,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1EC179C1-5ADB-45E0-8E24-2400FCE1F9B2},11087.25284,4051519.731,1132175.483,918664.7579
12625,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CAEAD0E2-E1D7-455F-B6B7-FD9E5D0FF53A},3814.646109,571482.1992,1134196.073,1047406.392
12626,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0870BF89-DB89-439D-A9E8-60DD59301A43},5654.45549,1092707.894,1134244.621,945936.6602
12627,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CCBC14B3-86C1-4E2B-BC26-291A7ADC58FB},3334.654218,558088.0397,1134600.934,925136.0363
12628,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{73B1080B-A856-4BC1-A7A2-E676BC0B0173},7274.522381,2839062.012,1134265.735,1001699.473
12629,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B5C3C25F-169F-473C-B925-44BB6BA69624},2394.034967,317309.4485,1134506.464,970180.3073
12630,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FA7FBB94-CEC5-496E-8F8F-356CC7BC237E},4155.273355,473064.5133,1134654.475,1043372.409
12631,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{14147B5F-B4DA-47B7-ACE3-3B871BC5A7EA},1784.835901,161143.7305,1134852.968,977115.5986
12632,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4A172E4A-E967-45FF-89B3-73B4179DE564},257.512411,3052.910274,1135144.152,1043102.685
12633,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{310962E3-9BAE-4239-A725-7DC2EB9AB1CC},147.36069,201.000131,1135340.191,1044903.6
12634,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F73227D4-4F28-4077-B4AC-FE9B3189139B},1684.583518,141994.8867,1135066.735,980779.3409
12635,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{251CDFAA-6B07-438C-BCB1-CFC50D1CF043},289.489586,614.413642,1135404.579,1045062.645
12636,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{130CD960-462E-484C-9F18-D4C984B02768},6154.122712,1485045.331,1134758.95,937147.5757
12637,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6A3FCA75-B240-454F-B5F4-8D7877FD3206},10827.27607,1919540.893,1133758.143,962153.6389
12638,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{18216EF0-CF58-45C7-B1C0-0EE2D9D97F40},7141.438699,1273356.921,1135074.488,1045953.835
12639,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1AA74E2F-FAEF-4EB2-94F2-699AA7A5B779},6043.807238,739153.6316,1134866.339,961238.1971
12640,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{88B8999B-32D0-474A-80BF-D877DA20D085},4093.137884,263052.7206,1135525.543,946220.8996
12641,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5C32DE26-BD49-41E4-AFEE-21FBF30A90B6},33708.69486,7776515.834,1134171.767,980383.8581
12642,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5C60C9CC-3482-4A18-B06B-D6B08B11D834},9545.4395,1546232.076,1134915.068,1041168.326
12643,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B8EC212D-6D85-4401-98DA-03C5ED54FCF0},2271.812544,168219.2784,1135880.787,1034405.375
12644,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4556C8B6-B5D3-436D-BD75-FBB12F918EBB},10211.48742,2080622.852,1135358.098,975576.301
12645,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{744F352E-A216-4216-872A-40235334E327},2037.865832,238054.0871,1135919.546,927157.9527
12646,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D2A27A99-EDD5-4A44-896D-F9BDEA835E65},1816.854237,201339.7724,1136189.89,978895.8933
12647,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{EEFEF0F9-1ACF-4122-B56E-76AC1DFF097C},4142.352368,681035.3842,1135807.926,926486.7613
12648,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A099694D-E584-4235-B183-FA7833D45C22},7267.972562,1836220.679,1135809.455,1042250.634
12649,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{13570A41-456C-4CCD-9BFD-0E5D4C207F2D},3646.757713,641292.678,1136323.753,976704.8465
12650,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4BE3A75D-B60D-4096-8DD7-F638B8D07776},3034.878097,178315.4798,1136744.988,961125.0042
12651,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6F0FCB6B-98C9-4757-8AEB-CF3811C43079},14950.6417,2912540.586,1135991.228,960052.8181
12652,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DBF7D850-54C5-423B-8D40-3A276217DAC7},715.185394,33756.81941,1137212.009,930199.0776
12653,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A1B76506-455C-4012-AB3C-20F2CC415018},1391.24286,119516.7182,1137253.875,976222.311
12654,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{22A82392-3B41-431C-B438-3D0BDF0BB1F3},11616.96203,2144768.366,1136609.211,972949.9278
12655,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D37B17C9-B974-4B25-90ED-12036C75EBD4},778.627215,28532.36956,1137561.826,988127.5098
12656,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{88908D42-6E91-45FF-8187-4BA076A1DE46},13743.60458,4662153.655,1136009.786,944885.7758
12657,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C3710B43-5227-4CDD-9613-57A59886243A},2952.467141,389881.7664,1137349.738,959288.4477
12658,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{BFFDB5BB-AF93-4535-A6A7-6CB673761B01},6709.301515,1737370.194,1136933.323,941647.9126
12659,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B3AE83BC-1FDA-4230-A881-DE7CF3EEFF06},1051.709651,54676.59344,1137729.56,988599.1253
12660,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{9F07C8B1-2436-4E69-BF0B-F52122DAEDC3},4339.514832,364268.8383,1137567.642,1024442.598
12661,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E819EDA2-6E14-42D0-B630-A3DC095B1712},947.856294,39291.157,1137942.109,999341.6777
12662,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2A9CD66C-A18F-4451-AECD-630482908C66},2275.016259,200597.9776,1137509.653,931516.1808
12663,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{723E37F6-A484-4FD0-A36E-2AED7EF92CCB},2082.900645,274963.7418,1137979.673,958757.3035
12664,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A4399C76-6713-4FA8-8DFC-4EA9C982D359},698.183873,31640.43974,1138218.458,1001455.175
12665,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1E21D9CB-9B47-46D9-B0EA-F0CE422B62D9},1397.072932,54251.82991,1138106.86,999725.4203
12666,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7C3D5C0F-E67A-40A5-91EA-ADBE1B0F9498},909.152991,40492.72251,1138365.645,999487.0321
12667,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0541F3E0-A6A3-45BC-84BE-874FBAFA336C},876.208514,39086.428,1138368.704,928309.3341
12668,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{705EC953-F07B-4ADF-BF59-B18D373D1E9D},3616.194323,230032.1978,1138297.798,1000381.429
12669,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3576DB0E-AC5B-44D0-8E1F-1087E9D28B4A},808.082344,42131.51254,1138528.73,928653.2444
12670,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{52069CA3-7907-42F0-A092-94E246D36F0D},1562.706473,80380.34764,1138351.045,1024700.829
12671,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{717644DD-3950-41DB-BDB5-59B24B627617},52.47949,10.895821,1138678.629,930228.5525
12672,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8ACCCAA0-5E2F-4041-A84C-74FFA7565AB4},2272.318894,101278.9054,1138429.995,998275.679
12673,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0B3D1608-AC2E-4245-A60D-E18FA45710C3},122.670608,357.825171,1138728.101,1043223.906
12674,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E3651461-36CB-4B93-AD5C-B3837D6113CE},3092.170659,137444.7462,1138686.678,999680.9763
12675,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E3A3544E-0716-4464-86B6-679704AB3227},8952.069695,2099130.055,1137982.331,1042246.17
12676,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8F38E15F-07F0-4B3F-80CF-138D2A3222A7},4456.239853,717929.4871,1138424.025,958021.3929
12677,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{44FA5701-90A8-493C-81EF-80D66978917E},4985.268431,397324.6516,1138331.296,998875.4366
